Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
Washing and Ironing and Cleaning at End of Run,"HOUSEKEEPING is housekeeping, whether it is done in a 1 1/2-room kitchenette apartment, an ocean liner, a train or in a four-engine, 300mile-an-hour transatlantic airplane. Which explains why a corner of Pan American World Airways' lofty hangers at La Guardia Field is equipped with an electric laundry machine and a clothes line.",107950896,Historical Newspapers," By VIVIAN CAMPBELL
By VIVIAN CAMPBELL"," Copyright New York Times Company May 4, 1947"," 87747309-1 , 1510104 , 43896", article," May 4, 1947",0362-4331, English, English,," New York, N.Y.","May 4, 1947",New York Times (1923-Current file),1947,http://search.proquest.com/docview/107950896?accountid=14496, SMA58,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Washing+and+Ironing+and+Cleaning+at+End+of+Run&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1947-05-04&amp;volume=&amp;issue=&amp;spage=SMA58&amp;au=By+VIVIAN+CAMPBELL&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
' Favorite Recipes for Country Kitchens' Offers Rural Housewives' Prize Dishes,"There's no generalizing about American cooking. In a New York kitchenette, it's one thing; on a South Dakota farm, another: in a New Orleans household, still different. But in considering the various styles, one emerges that might be called simply ""country.""",107831278,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Aug 5, 1947"," 87798926-1 , 1510314 , 43896", article," Aug 5, 1947",0362-4331, English, English,," New York, N.Y.","Aug 5, 1947",New York Times (1923-Current file),1947,http://search.proquest.com/docview/107831278?accountid=14496, 28,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=%27+Favorite+Recipes+for+Country+Kitchens%27+Offers+Rural+Housewives%27+Prize+Dishes&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1947-08-05&amp;volume=&amp;issue=&amp;spage=28&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
CROWDED ARIZONA,"PHOENIX, Ariz. -- A summer of construction work at Arizona hotels and resort centers has augmented winter tourist accommodations somewhat, but shortages of material and labor and transportation difficulties have upset plans to enlarge available facilities to the extent required by last winter's great crowds.",108027813,Historical Newspapers," By FRANCIS J. CUMMINGS
By FRANCIS J. CUMMINGS"," Copyright New York Times Company Nov 16, 1947"," 104374186-1 , 1590694 , 43896", article," Nov 16, 1947",0362-4331, English, English, X17," New York, N.Y.","Nov 16, 1947",New York Times (1923-Current file),1947,http://search.proquest.com/docview/108027813?accountid=14496, X17,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=CROWDED+ARIZONA%3A+THRONGS+OF+VISITORS+EXPECTED+THIS+WINTER+MAY+TAX+HOTEL+AND+HOUSING+FACILITIES&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1947-11-16&amp;volume=&amp;issue=&amp;spage=X17&amp;au=By+FRANCIS+J.+CUMMINGS&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
One Room Can Be Made Into Attractive Home,"A BRIDE-TO-BE wrote me the other day and asked a question that has been asked very often lately. ""Ted and I plan to be married in May. We have been fortunate enough to find a one-room apartment with kitchenette and bath, which is quite a feat in this day. Now that we have the apartment we're beginning to worry about the furniture. How can we furnish a one-room apartment now, and yet have this furniture fit into a house later on? What should we buy?""",152029728,Historical Newspapers," By Dorothy Draper
By Dorothy Draper"," Copyright The Washington Post Company Mar 21, 1948"," 149411802 , 1752372 , 48614", article," Mar 21, 1948",, English, English, S8," Washington, D.C.","Mar 21, 1948",The Washington Post (1923-1954),1948,http://search.proquest.com/docview/152029728?accountid=14496, S8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=One+Room+Can+Be+Made+Into+Attractive+Home&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1948-03-21&amp;volume=&amp;issue=&amp;spage=S8&amp;au=By+Dorothy+Draper&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
HOUSES DOMINATE MANHATTAN DEALS,"In a cash transaction reported over the week-end the vacant five-story brownstone building containing eight kitchenette apartments at 56 East Seventy-ninth Street, between Madison and Park Avenues, was sold by Emily Henschel and others to an investing client of Robert Carson, attorney.",108160521,Historical Newspapers,," Copyright New York Times Company Jun 21, 1948"," 86744941 , 1503806 , 43896", real_estate_transaction," Jun 21, 1948",0362-4331, English, English, 34," New York, N.Y.","Jun 21, 1948",New York Times (1923-Current file),1948,http://search.proquest.com/docview/108160521?accountid=14496, 34,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=HOUSES+DOMINATE+MANHATTAN+DEALS%3A+DWELLINGS+AMONG+PROPERTIES+PASSING+TO+NEW+CONTROL+IN+THE+BOROUGH&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1948-06-21&amp;volume=&amp;issue=&amp;spage=34&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Product Previews,"NEATEST contribution to comfortable living and informal hospitality we've seen in a long while is a new ""kitchenette in a cabinet"" called The Butterie. Although smaller than the average household refrigerator, it is compactly arranged to provide a sizable work table, an auxiliary pull-out sandwich or cutting board, a 2.2 cubic foot refrigerator with two standard ice cube trays, a cutlery drawer and storage space for dishes, glassware and foodstuffs.",152018773,Historical Newspapers,," Copyright The Washington Post Company Sep 19, 1948"," 149682732 , 1753222 , 48614", article," Sep 19, 1948",, English, English, R11," Washington, D.C.","Sep 19, 1948",The Washington Post (1923-1954),1948,http://search.proquest.com/docview/152018773?accountid=14496, R11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Product+Previews&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1948-09-19&amp;volume=&amp;issue=&amp;spage=R11&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Prize Design for One-room Home,,177541521,Historical Newspapers,," Copyright Tribune Publishing Company Oct 31, 1948"," 500064072 , 6147842 , 53854", article," Oct 31, 1948",, English, English, b18," Chicago, Ill.","Oct 31, 1948",Chicago Daily Tribune (1923-1963),1948,http://search.proquest.com/docview/177541521?accountid=14496, B18,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Prize+Design+for+One-room+Home&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1948-10-31&amp;volume=&amp;issue=&amp;spage=B18&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Four Tots Die In Kitchenette Blaze,,492820380,Historical Newspapers,," Copyright Real Times, Inc. Nov 13, 1948"," 742189052 , 7292122 , 68419", front_page," Nov 13, 1948",, English, English, 1," Chicago, Ill.","Nov 13, 1948",The Chicago Defender (National edition) (1921-1967),1948,http://search.proquest.com/docview/492820380?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Four+Tots+Die+In+Kitchenette+Blaze&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1948-11-13&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
CLOSET DOOR RACKS ADD STORING SPACE,"To help remove the clutter from the too-few closets of many apartments, new storage equipment has been designed that makes good use of the plain wood surfaces of doors to hall closets, bathrooms and kitchenettes. New attachments now available make the backs of these doors as serviceable as those in clothes closets, which usually are burdened with tie racks, hooks and the like.",105639818,Historical Newspapers,," Copyright New York Times Company Feb 19, 1949"," 86767280-1 , 1503885 , 43896", article," Feb 19, 1949",0362-4331, English, English,," New York, N.Y.","Feb 19, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105639818?accountid=14496, 12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=CLOSET+DOOR+RACKS+ADD+STORING+SPACE%3A+UNITS+DESIGNED+TO+HOLD+GADGETS+AND+ITEMS+OF+MANY+SORTS+OFFERED+IN+THE+STORES&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-02-19&amp;volume=&amp;issue=&amp;spage=12&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
TOWER TICKER,"TABLE TALK: One of the nicer privileges of our youth, and one we keenly miss today, is eating in the kitchen. Today's apartment kitchenettes, constructed along the same lines as the Japanese one man submarine and having the same suicidal",177664024,Historical Newspapers," Savage
Savage
Savage
Savage"," Copyright Tribune Publishing Company Apr 9, 1949"," 488950762 , 6128582 , 53854", article," Apr 9, 1949",, English, English,," Chicago, Ill.","Apr 9, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177664024?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=TOWER+TICKER&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-04-09&amp;volume=&amp;issue=&amp;spage=15&amp;au=Savage&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
News of Food,Those apartment dwellers who can barely fit another frying pan into their kitchenettes will have no interest in this column. Today this space is devoted to news for those happy householders who have space in which to breathe -- and room for a home freezer as well. Or perhaps they merely rent a locker in a plant near by.,105872556,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Jun 11, 1949"," 86772658-1 , 1503906 , 43896", article," Jun 11, 1949",0362-4331, English, English,," New York, N.Y.","Jun 11, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105872556?accountid=14496, 09,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=News+of+Food%3A+Aluminum+Foil+Boxes+and+Plastic+Bags+Ideal+Containers+for+Deep-Freeze+Items&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-06-11&amp;volume=&amp;issue=&amp;spage=09&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
News of Food,"Where kitchenette cooks are concerned, no need to labor the point that an oven operating at full tilt produces too much heat for comfort on a day typical of a New York summer.",105794875,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Jul 23, 1949"," 86777987 , 1503923 , 43896", article," Jul 23, 1949",0362-4331, English, English,," New York, N.Y.","Jul 23, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105794875?accountid=14496, 8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=News+of+Food%3A+Given+a+Top+Burner+and+an+%27Ovenette%27+Any+Cook+May+Defy+New+York+Summer&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-07-23&amp;volume=&amp;issue=&amp;spage=8&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Housing Act Starts Scramble For New Homes,"SINCE MID-JULY, attention of public housing advocates and those in dire need of such relief has been focused on the possible benefits to accrue from the signing by President Truman of the Housing Act of 1949.",492764866,Historical Newspapers," Barnett, ALBERT
ALBERT
ALBERT Barnett
Barnett
ALBERT Barnett"," Copyright Real Times, Inc. Aug 6, 1949"," 742277592 , 7292342 , 68419", article," Aug 6, 1949",, English, English, 7," Chicago, Ill.","Aug 6, 1949",The Chicago Defender (National edition) (1921-1967),1949,http://search.proquest.com/docview/492764866?accountid=14496, 7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Housing+Act+Starts+Scramble+For+New+Homes&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1949-08-06&amp;volume=&amp;issue=&amp;spage=7&amp;au=Barnett%2C+ALBERT&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
FOR MEN ONLY,An incident occurred the other evening which made me suddenly realize that many readers of this column may be laboring under a misapprehension regarding the preparation of the various dishes that are contained herein. My good friend Lou Harrington of the Wrigley,177831261,Historical Newspapers," Wood, Morrison
Morrison
Morrison Wood
Wood
MORRISON WOOD"," Copyright Tribune Publishing Company Oct 21, 1949"," 494486022 , 6136122 , 53854", article," Oct 21, 1949",, English, English, a2," Chicago, Ill.","Oct 21, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177831261?accountid=14496, A2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=FOR+MEN+ONLY%3A+AMATEUR+CHEF+WOOD+PREPARES+EPICUREAN+DELIGHTS+IN+A+TINY+KITCHENETTE--AND+HE+MEANS+TINY&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-10-21&amp;volume=&amp;issue=&amp;spage=A2&amp;au=Wood%2C+Morrison&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
5 Die In Flaming Firetrap,Overcrowded Chicago Kitchenettes exacted a high toll in lives and misery last week.,492899543,Historical Newspapers,," Copyright Real Times, Inc. Nov 12, 1949"," 742308132 , 7292422 , 68419", front_page," Nov 12, 1949",, English, English, 1," Chicago, Ill.","Nov 12, 1949",The Chicago Defender (National edition) (1921-1967),1949,http://search.proquest.com/docview/492899543?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=5+Die+In+Flaming+Firetrap%3A+Lack+Of+Exits+Blamed+For+Death+Toll+5+Die%2C+25+Hurt+In+Fire&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1949-11-12&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Holiday Dinner in Tiny Flat? Here Are Hints,"If lack of space limits your Thanksgiving dinner plans to foods easily prepared in a small kitchenette and served on an equally small dining table, you still can serve a sumptuous meal--on a par with any elaborate feast.",177806763,Historical Newspapers,," Copyright Tribune Publishing Company Nov 22, 1949"," 494654572 , 6136442 , 53854", article," Nov 22, 1949",, English, English, a4," Chicago, Ill.","Nov 22, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177806763?accountid=14496, A4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Holiday+Dinner+in+Tiny+Flat%3F+Here+Are+Hints&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-11-22&amp;volume=&amp;issue=&amp;spage=A4&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
STORY OF CITY'S BIG PROBLEM: NEGRO HOUSING,"Chicago's housing problem reaches its most acute phase in the districts occupied by Negroes. Thousands of Negro families are living in one room ""kitchenettes,"" each equipped with little more than a bed, an icebox, and a three burner gas stove.",177794277,Historical Newspapers," Wiegman, Carl
Carl
Carl Wiegman
Wiegman
CARL WIEGMAN"," Copyright Tribune Publishing Company Dec 30, 1949"," 494846622 , 6136822 , 53854", article," Dec 30, 1949",, English, English, 3," Chicago, Ill.","Dec 30, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177794277?accountid=14496, 3,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=STORY+OF+CITY%27S+BIG+PROBLEM%3A+NEGRO+HOUSING&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-12-30&amp;volume=&amp;issue=&amp;spage=3&amp;au=Wiegman%2C+Carl&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"A ""Shoe Box"" Can Be Gracious","HERE is a wee house that is attractive, convenient, charming, yet its size throws it into the shoe box category. It's the type house that could be built now, lived in happily and graciously and later turned into as ideal a guest...",166069919,Historical Newspapers," Louise Price Bell
Louise Price Bell"," Copyright Times Mirror Company Mar 19, 1950"," 424956211 , 5782842 , 53850", article," Mar 19, 1950",0458-3035, English, English, H9," Los Angeles, Calif.","Mar 19, 1950",Los Angeles Times (1923-Current File),1950,http://search.proquest.com/docview/166069919?accountid=14496, H9,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=A+%22Shoe+Box%22+Can+Be+Gracious&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1950-03-19&amp;volume=&amp;issue=&amp;spage=H9&amp;au=Louise+Price+Bell&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
EAST ORANGE GETS APARTMENT HOTEL,"A five-story building to be occupied as an apartment hotel is under construction at 235 South Harrison Street in East Orange, N.J. Scheduled for fall occupancy, it will contain suites of one and two rooms and electrically equipped kitchenettes.",111646627,Historical Newspapers,," Copyright New York Times Company May 21, 1950"," 121577771-1 , 1683680 , 43896", article," May 21, 1950",0362-4331, English, English, R10," New York, N.Y.","May 21, 1950",New York Times (1923-Current file),1950,http://search.proquest.com/docview/111646627?accountid=14496, R10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=EAST+ORANGE+GETS+APARTMENT+HOTEL%3A+NEW+APARTMENTS+ON+THE+EAST+SIDE&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1950-05-21&amp;volume=&amp;issue=&amp;spage=R10&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Revolutionize Living Space: Use Room Divider,"Whether you've got an oversized room that you'd like to break down into two informal units, a one-room kitchenette apartment which needs some privacy or whether it's a brand new ranch-style home with enormous rooms that could easily become a...",492750831,Historical Newspapers," Guinn, Lillian
Lillian
Lillian Guinn
Guinn
LILLIAN GUINN"," Copyright Real Times, Inc. Jul 8, 1950"," 742365392 , 7292562 , 68419", article," Jul 8, 1950",, English, English, 15," Chicago, Ill.","Jul 8, 1950",The Chicago Defender (National edition) (1921-1967),1950,http://search.proquest.com/docview/492750831?accountid=14496, 15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Revolutionize+Living+Space%3A+Use+Room+Divider&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1950-07-08&amp;volume=&amp;issue=&amp;spage=15&amp;au=Guinn%2C+Lillian&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
The Apartment Lives Alone,THE shortage of apartments--now greatly relieved--brought about a new type of design which is actually a one-room apartment on its own piece of land. There is little precedent for this living room-kitchenette-bath kind of...,166198375,Historical Newspapers," McCoy, Esther
Esther
Esther McCoy
McCoy
Esther McCoy"," Copyright Times Mirror Company Feb 11, 1951"," 447463702 , 5968142 , 53850", article," Feb 11, 1951",0458-3035, English, English,," Los Angeles, Calif.","Feb 11, 1951",Los Angeles Times (1923-Current File),1951,http://search.proquest.com/docview/166198375?accountid=14496, F10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=The+Apartment+Lives+Alone&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1951-02-11&amp;volume=&amp;issue=&amp;spage=F10&amp;au=McCoy%2C+Esther&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
STORM WINDOWS AND SNACK BARS IN 1951 TRAILERS,"Picture windows with venetian blinds, an apartment size kitchenette, two compartment bathroom with shower, toilet and bowl, and full size 54 inch or twin beds are only a few of the advantages offered in the new 1951 trailer coaches.",178014539,Historical Newspapers," LEE, SHASSERE
SHASSERE
SHASSERE LEE
LEE
LEE SHASSERE"," Copyright Tribune Publishing Company Feb 18, 1951"," 503453322 , 6154032 , 53854", article," Feb 18, 1951",, English, English, d16," Chicago, Ill.","Feb 18, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178014539?accountid=14496, D16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=STORM+WINDOWS+AND+SNACK+BARS+IN+1951+TRAILERS&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-02-18&amp;volume=&amp;issue=&amp;spage=D16&amp;au=LEE%2C+SHASSERE&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"GEORGBR.WITTE,56, IS A SUICIDE HERE","George R. Witte, 56-year-old former newspaper man, who at the age of 18 was an assistant correspondent for The United Press in Berlin, was found dead yesterday morning in his apartment at 30 East Ninth Street with gas escaping from five jets of a kitchenette range and a dispossess notice beside him.",112002638,Historical Newspapers,," Copyright New York Times Company Apr 4, 1951"," 82103485-1 , 1471051 , 43896", article," Apr 4, 1951",0362-4331, English, English,," New York, N.Y.","Apr 4, 1951",New York Times (1923-Current file),1951,http://search.proquest.com/docview/112002638?accountid=14496, 24,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=GEORGBR.WITTE%2C56%2C+IS+A+SUICIDE+HERE%3A+FORMER+NEWSPAPER+MAN+FACED+DISPOSSESS+TODAY+WROTE+OF+%27HELPLESS+OUTLOOK%27&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1951-04-04&amp;volume=&amp;issue=&amp;spage=24&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
