Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
Paris Society Moving to Tiny Apartments,"The high cost of living--not to say the cost of living high--and the increasing complexities of the servant problem has increased the tendency of Parisiennes to give up sizable apartments of the autonomous sort and seek accommodation in smaller flats,...",181768893,Historical Newspapers," Birkhead, May
May
May Birkhead
Birkhead
May Birkhead"," Copyright Tribune Publishing Company Jan 26, 1936"," 482875712 , 6119832 , 53854", article," Jan 26, 1936",, English, English, e8," Chicago, Ill.","Jan 26, 1936",Chicago Daily Tribune (1923-1963),1936,http://search.proquest.com/docview/181768893?accountid=14496, E8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Paris+Society+Moving+to+Tiny+Apartments%3A+High+Cost+of+Living+Drives+Smart+Set+Into+Kitchenette+Quarters.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1936-01-26&amp;volume=&amp;issue=&amp;spage=E8&amp;au=Birkhead%2C+May&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Kitchenette Cooking,"NOTWITHSTANDING the already long and ever-growing list of cook books available, there is ample room and need for this new one, especially designed for those who live in kitchenette apartments, whether singly or in pairs. Its opening chapter will be especially valuable for the business woman who has not had much instruction In housekeeping and cooking, for it is packed full of most excellent advice and suggestion for living efficiently, comfortably and with homey satisfaction in the contracted quarters of the kitchenette apartment",101871637,Historical Newspapers,," Copyright New York Times Company Mar 8, 1936"," 103202410-1 , 1585373 , 43896", review," Mar 8, 1936",0362-4331, English, English, BR15," New York, N.Y.","Mar 8, 1936",New York Times (1923-Current file),1936,http://search.proquest.com/docview/101871637?accountid=14496, BR15,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Kitchenette+Cooking%3A+THE+KITCHENETTE+COOK+BOOK.+By+Ruth+Taylor.+299+pp.+New+York%3A+Charles+Sribner%27s+Sons.+%242.&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1936-03-08&amp;volume=&amp;issue=&amp;spage=BR15&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
West Side Flats Will Be Made Into Kitchenettes,,181795885,Historical Newspapers,," Copyright Tribune Publishing Company Aug 9, 1936"," 483074922 , 6120112 , 53854", article," Aug 9, 1936",, English, English, 21," Chicago, Ill.","Aug 9, 1936",Chicago Daily Tribune (1923-1963),1936,http://search.proquest.com/docview/181795885?accountid=14496, 21,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=West+Side+Flats+Will+Be+Made+Into+Kitchenettes&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1936-08-09&amp;volume=&amp;issue=&amp;spage=21&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"CANNING DAYS COME FOR NEW YORKERS, TOO","SPICY aromas throughout the house; the sound of the chopping board in the big kitchen; kettles simmering and steaming on the wood stove, and long rows of mason jars ready to go on the shelves in the pantry.",101711570,Historical Newspapers," By FLORENCE BROBECK
By FLORENCE BROBECK"," Copyright New York Times Company Sep 27, 1936"," 85426183-1 , 1495745 , 43896", article," Sep 27, 1936",0362-4331, English, English, SM18," New York, N.Y.","Sep 27, 1936",New York Times (1923-Current file),1936,http://search.proquest.com/docview/101711570?accountid=14496, SM18,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=CANNING+DAYS+COME+FOR+NEW+YORKERS%2C+TOO%3A+EVEN+THE+KITCHENETTE+YIELDS+ITS+QUOTA+OF+HOME-MADE+PICKLES%2C+JAMS+AND+PRESERVES&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1936-09-27&amp;volume=&amp;issue=&amp;spage=SM18&amp;au=By+FLORENCE+BROBECK&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Dining Room Is Regaining In Popularity,"THE DINING ROOM has returned to vogue. Kitchenette cookery-dining and the mad rush of going places, for a time, submerged the dining room -- it became the ""forgotten room"" of the house. Now with the return to gracious living and dining and the present trend toward elegance and luxury in the feminine wardrobe, the dining room is once more the scene of social gatherings.",150848866,Historical Newspapers," By Marianne Butler
By Marianne Butler"," Copyright The Washington Post Company Oct 2, 1936"," 247755962 , 2055852 , 48614", article," Oct 2, 1936",, English, English,," Washington, D.C.","Oct 2, 1936",The Washington Post (1923-1954),1936,http://search.proquest.com/docview/150848866?accountid=14496, X13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Dining+Room+Is+Regaining+In+Popularity%3A+Wave+of+Entertaining+Fast+Pushing+Kitchenette+Into+Discard.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1936-10-02&amp;volume=&amp;issue=&amp;spage=X13&amp;au=By+Marianne+Butler&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
CITYS FIRST SHOW OF TRAILERS IS ON,"With twenty assorted trailers from fourteen manufacturing companies bivouacked on the main drill floor of the Seventy-first Regiment Armory at Thirty-fourth Street and Park Avenue, and as many more expected to be on exhibition by Wednesday, New York's first alltrailer show opened yesterday morning at 11 o'clock.",102282275,Historical Newspapers,," Copyright New York Times Company Sep 21, 1937"," 94427695-1 , 1541957 , 43896", article," Sep 21, 1937",0362-4331, English, English,," New York, N.Y.","Sep 21, 1937",New York Times (1923-Current file),1937,http://search.proquest.com/docview/102282275?accountid=14496, 27,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=CITYS+FIRST+SHOW+OF+TRAILERS+IS+ON%3A+20+MODELS%2C+RANGING+FROM+%24100+TO+%241%2C580+IN+COST%2C+ON+VIEW+IN+71ST+REGIMENT+ARMORY+AND+MORE+ARE+ON+THE+WAY+EXHIBIT+EMBRACES+A+TRAILETTE+FOR+HUNTERS+AND+DE+LUXE+KITCHENETTE+APARTMENT+PRICE+RANGE+EXPLAINED+FURNISHED+TO+RED+CROSS+MORE+MODELS+ON+THE+WAY&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1937-09-21&amp;volume=&amp;issue=&amp;spage=27&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Kitchenette Dinner Recipe Suggested,Little pig sausage and broiled peach halves make an excellent flavor combination for a kitchenette dinner. The little sausages should be pricked with the lines of a fork before placing on the broiler rack. This will prevent them from splitting in cooking.,150900198,Historical Newspapers,," Copyright The Washington Post Company Oct 9, 1937"," 120848204 , 1681341 , 48614", article," Oct 9, 1937",, English, English, 12," Washington, D.C.","Oct 9, 1937",The Washington Post (1923-1954),1937,http://search.proquest.com/docview/150900198?accountid=14496, 12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Kitchenette+Dinner+Recipe+Suggested%3A+Little+Pig+Sausage+and+Peaches+Featured.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1937-10-09&amp;volume=&amp;issue=&amp;spage=12&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Thanksgiving Feast Possible In Kitchenette,"THANKSGIVING in Washington will not be the traditional dinner for many of the bachelor boys and girls living in small apartments. In a tiny kitchenette it is impossible to prepare the roast turkey, ham, or chicken considered so necessary to this feast day.",150874811,Historical Newspapers,," Copyright The Washington Post Company Nov 23, 1937"," 134695752 , 1718792 , 48614", article," Nov 23, 1937",, English, English,," Washington, D.C.","Nov 23, 1937",The Washington Post (1923-1954),1937,http://search.proquest.com/docview/150874811?accountid=14496, 16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Thanksgiving+Feast+Possible+In+Kitchenette%3A+%27Co-operative%27+Plan+Followed+by+Many+Cooks+With+Tiny+Kitchens.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1937-11-23&amp;volume=&amp;issue=&amp;spage=16&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Christmas Dinner For Kitchenette Wins Post's Prize,"A Christmas dinner for the business woman's household was awarded the second prize in The Post's menu contest. Mrs. Charles N. Malone, apartment 714, Stoneleigh Court, presented a plan for a dinner to be prepared and served in the kitchenette apartment.",150886133,Historical Newspapers,," Copyright The Washington Post Company Dec 18, 1937"," 134711652 , 1718842 , 48614", article," Dec 18, 1937",, English, English, 16," Washington, D.C.","Dec 18, 1937",The Washington Post (1923-1954),1937,http://search.proquest.com/docview/150886133?accountid=14496, 16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Christmas+Dinner+For+Kitchenette+Wins+Post%27s+Prize&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1937-12-18&amp;volume=&amp;issue=&amp;spage=16&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Belair Hotel to Convert Rooms Into Kitchenettes,,181979277,Historical Newspapers,," Copyright Tribune Publishing Company May 1, 1938"," 493289822 , 6134512 , 53854", article," May 1, 1938",, English, English, 20," Chicago, Ill.","May 1, 1938",Chicago Daily Tribune (1923-1963),1938,http://search.proquest.com/docview/181979277?accountid=14496, 20,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Belair+Hotel+to+Convert+Rooms+Into+Kitchenettes&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1938-05-01&amp;volume=&amp;issue=&amp;spage=20&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Nursery Kitchenette Serves Dual Purpose,,151014981,Historical Newspapers,," Copyright The Washington Post Company May 8, 1938"," 121813445 , 1684665 , 48614", article," May 8, 1938",, English, English, R5," Washington, D.C.","May 8, 1938",The Washington Post (1923-1954),1938,http://search.proquest.com/docview/151014981?accountid=14496, R5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Nursery+Kitchenette+Serves+Dual+Purpose&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1938-05-08&amp;volume=&amp;issue=&amp;spage=R5&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
The GENTLER SEX,,151067526,Historical Newspapers," By Malvina landsav.
By Malvina landsav."," Copyright The Washington Post Company May 25, 1938"," 240809092 , 2028602 , 48614", other," May 25, 1938",, English, English, X13," Washington, D.C.","May 25, 1938",The Washington Post (1923-1954),1938,http://search.proquest.com/docview/151067526?accountid=14496, X13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=The+GENTLER+SEX%3A+%27A+Kitchenette+for+Two.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1938-05-25&amp;volume=&amp;issue=&amp;spage=X13&amp;au=By+Malvina+landsav.&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
ANGRY YOUNG WOMAN PUTS AN END TO KITCHENETTE HAREM,"Arvin Howard, 27, of 5143 Prairie avenue, is an oriental sheik in WPA clothng, according to Officers McDonald and Crockett, of Fifth district police. Furthermore, Howard has maintained a one-room kitchenette harem all done up in oriental...",492649794,Historical Newspapers,," Copyright Real Times, Inc. Jun 4, 1938"," 745446882 , 7325372 , 68419", article," Jun 4, 1938",, English, English, 5," Chicago, Ill.","Jun 4, 1938",The Chicago Defender (National edition) (1921-1967),1938,http://search.proquest.com/docview/492649794?accountid=14496, 5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=ANGRY+YOUNG+WOMAN+PUTS+AN+END+TO+KITCHENETTE+HAREM&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1938-06-04&amp;volume=&amp;issue=&amp;spage=5&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"Modern Dinettes, Kitchenettes Have Revolutionized Art of Entertaining at Meals",,151029208,Historical Newspapers," . By Elizabeth MacRae Boykin.
. By Elizabeth MacRae Boykin."," Copyright The Washington Post Company Sep 18, 1938"," 248028062 , 2056722 , 48614", real_estate_transaction," Sep 18, 1938",, English, English,," Washington, D.C.","Sep 18, 1938",The Washington Post (1923-1954),1938,http://search.proquest.com/docview/151029208?accountid=14496, R7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Modern+Dinettes%2C+Kitchenettes+Have+Revolutionized+Art+of+Entertaining+at+Meals%3A+Furniture%2C+Too%2C+Changed+To+Fit+Rooms+%27Groaning+Board%27+Is+Set+No+More%2C+But+Clever+and+Attractive+Suites+Help+the+Hostess.&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1938-09-18&amp;volume=&amp;issue=&amp;spage=R7&amp;au=.+By+Elizabeth+MacRae+Boykin.&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
It's Home in '41 For Mrs. Garner,"WASHINGTON, Jan. 14.--If Mrs. John Nance Garner has her way she will leave Washington and settle down for good in Uvalde, Texas, when her husband finishes his term as Vice President in 1941.",102704667,Historical Newspapers," By PAULINE FREDERICK Copyright, 1939, by NANA, Inc.
By PAULINE FREDERICK Copyright, 1939, by NANA, Inc."," Copyright New York Times Company Jan 15, 1939"," 107121570-1 , 1604390 , 43896", article," Jan 15, 1939",0362-4331, English, English,," New York, N.Y.","Jan 15, 1939",New York Times (1923-Current file),1939,http://search.proquest.com/docview/102704667?accountid=14496, D4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=It%27s+Home+in+%2741+For+Mrs.+Garner%3A+Second+Lady+Looks+Longingly+to+Retiring+Then+From+the+Rigors+of+Public+Life+Mail+That+Has+to+Do+With+1941.+An+Office+Kitchenette+Career+Woman%22+for+36+Years&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1939-01-15&amp;volume=&amp;issue=&amp;spage=D4&amp;au=By+PAULINE+FREDERICK+Copyright%2C+1939%2C+by+NANA%2C+Inc.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Letters to The Times,,102768541,Historical Newspapers," A.H. KALMUS.J. BANTON JOHN.Mrs. F.C. WELLS.East Windsor Hill, Conn.,BASIL C. WALKER.J.R. DRANEY.ALBERT A. VOLK.ADELE M. KATZ.
A.H. KALMUS.J. BANTON JOHN.Mrs. F.C. WELLS.East Windsor Hill, Conn.,BASIL C. WALKER.J.R. DRANEY.ALBERT A. VOLK.ADELE M. KATZ."," Copyright New York Times Company Jul 8, 1939"," 93937476-1 , 1540066 , 43896", letter_to_editor," Jul 8, 1939",0362-4331, English, English,," New York, N.Y.","Jul 8, 1939",New York Times (1923-Current file),1939,http://search.proquest.com/docview/102768541?accountid=14496, 9,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Letters+to+The+Times%3A+O%27Mahoney+Bill+Approved+Need+Is+Felt+for+Measure+to+Control+Irresponsible+Corporations+Neutrality+Amendment+Defeat+Kitchenette+Housekeeping+Some+Questions+for+Congress+Stock+Market+Oscillation+Survey+Held+to+Indicate%2C+Perhaps%2C+Ours+Is+Behaving+Normally+Our+Highway+Needs+In+Defense+of+the+President+For+a+Permanent+Exhibit&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1939-07-08&amp;volume=&amp;issue=&amp;spage=9&amp;au=A.H.+KALMUS.J.+BANTON+JOHN.Mrs.+F.C.+WELLS.East+Windsor+Hill%2C+Conn.%2CBASIL+C.+WALKER.J.R.+DRANEY.ALBERT+A.+VOLK.ADELE+M.+KATZ.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Kitchenette Tip.,,175379586,Historical Newspapers,," Copyright Tribune Publishing Company Oct 22, 1939"," 493774532 , 6135272 , 53854", article," Oct 22, 1939",, English, English, f8," Chicago, Ill.","Oct 22, 1939",Chicago Daily Tribune (1923-1963),1939,http://search.proquest.com/docview/175379586?accountid=14496, F8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Kitchenette+Tip.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1939-10-22&amp;volume=&amp;issue=&amp;spage=F8&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Kitchenette Tip.,,175466312,Historical Newspapers,," Copyright Tribune Publishing Company Oct 29, 1939"," 493779552 , 6135282 , 53854", article," Oct 29, 1939",, English, English, d5," Chicago, Ill.","Oct 29, 1939",Chicago Daily Tribune (1923-1963),1939,http://search.proquest.com/docview/175466312?accountid=14496, D5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Kitchenette+Tip.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1939-10-29&amp;volume=&amp;issue=&amp;spage=D5&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Dr. Bousfield Puts Policy Barons And Kitchenettes Promoters In Same Class,From a purely academic point of view there is absolutely no way to condone gambling in any form. Policy and other forms of cheap gambling are community expressions of frustration and hopelessness. It is the drowning man grasping for a straw. There is no hope for the masses of Negroes on the South side ever to gain even a reasonable amount of money unless...,492551094,Historical Newspapers," DR M O BOUSFIELD
DR M O BOUSFIELD"," Copyright Real Times, Inc. Dec 9, 1939"," 746116242 , 7326552 , 68419", article," Dec 9, 1939",, English, English, 13," Chicago, Ill.","Dec 9, 1939",The Chicago Defender (National edition) (1921-1967),1939,http://search.proquest.com/docview/492551094?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Dr.+Bousfield+Puts+Policy+Barons+And+Kitchenettes+Promoters+In+Same+Class&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1939-12-09&amp;volume=&amp;issue=&amp;spage=13&amp;au=DR+M+O+BOUSFIELD&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
BACKDOOR STUFF,THIS WEEK'S stint deals with the things that transpire on the stroll at night and what the chicks talk about in their kitchenettes during the day. I might say that to dig this jive involves some mathematical shindigs as well as a philosophical outlook on the whys and wherefores of the duck and dodge art First on this week's agenda is the story of the beauteous blonde from Broadway and the love she has for the horn-tooting bandleader which brings her to Sugar Hill after 2 o'clock every a.m. And it has developed that an...,226057484,Historical Newspapers," Burley, Dan
Dan
Dan Burley
Burley
Dan Burley"," Copyright New York Amsterdam News Apr 6, 1940"," 1089180632 , 9763862 , 78634", article," Apr 6, 1940",, English, English,," New York, N.Y.","Apr 6, 1940",New York Amsterdam News (1938-1941),1940,http://search.proquest.com/docview/226057484?accountid=14496, 20,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewamsterdamnews&amp;atitle=BACKDOOR+STUFF%3A+AVENUE+NIGHTS+AND+KITCHENETTE+DAYS&amp;title=New+York+Amsterdam+News+%281938-1941%29&amp;issn=&amp;date=1940-04-06&amp;volume=&amp;issue=&amp;spage=20&amp;au=Burley%2C+Dan&amp;isbn=&amp;jtitle=New+York+Amsterdam+News+%281938-1941%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: New York Amsterdam News
The Shopper's Notebook,"For every size and type of home these days there is a juice extractor that just fits the space and budget requirements. Whether your way of life calls for a huge electric wonder or the tiny hand variety which tucks into purse or suitcase, you can find...",165090503,Historical Newspapers," Bartlett, Maxine
Maxine
Maxine Bartlett
Bartlett
MAXINE BARTLETT"," Copyright Times Mirror Company May 17, 1940"," 409287831 , 5691882 , 53850", article," May 17, 1940",0458-3035, English, English, A5," Los Angeles, Calif.","May 17, 1940",Los Angeles Times (1923-Current File),1940,http://search.proquest.com/docview/165090503?accountid=14496, A5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=The+Shopper%27s+Notebook%3A+New+Juice+Extractor+Small+Enough+to+Fit+Tiniest+Kitchenette&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1940-05-17&amp;volume=&amp;issue=&amp;spage=A5&amp;au=Bartlett%2C+Maxine&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
PICKETING OF KITCHENETTES,,492634910,Historical Newspapers," Brown, Lambert W
Lambert
Lambert W Brown
Brown
W
Lambert W Brown"," Copyright Real Times, Inc. May 25, 1940"," 746233992 , 7326802 , 68419", letter_to_editor," May 25, 1940",, English, English, 14," Chicago, Ill.","May 25, 1940",The Chicago Defender (National edition) (1921-1967),1940,http://search.proquest.com/docview/492634910?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=PICKETING+OF+KITCHENETTES&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1940-05-25&amp;volume=&amp;issue=&amp;spage=14&amp;au=Brown%2C+Lambert+W&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
