Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
There's A Fifth Column Blocking Negro Progress,"WHEN General Franco was seeking the capture of the city of Madrid some years ago, his army was divided into four columns, but the secret of his eventual success was revealed in the assistance he obtained from Spanish government traitors, and they have been described as Franco's ""Fifth Column.""",492731485,Historical Newspapers," Fields, A N
A
A N Fields
Fields
N
A N Fields"," Copyright Real Times, Inc. Jun 18, 1949"," 745909632 , 7326162 , 68419", article," Jun 18, 1949",, English, English, 7," Chicago, Ill.","Jun 18, 1949",The Chicago Defender (National edition) (1921-1967),1949,http://search.proquest.com/docview/492731485?accountid=14496, 7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=There%27s+A+Fifth+Column+Blocking+Negro+Progress&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1949-06-18&amp;volume=&amp;issue=&amp;spage=7&amp;au=Fields%2C+A+N&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Woods Expedites Own Project By Showing $7000 Bungalow,"Housing Expediter Tighe E. Woods yesterday offered his own solution to the housing problem -- a small 14 by 36-foot ""ramblerette,"" built of redwood siding in 3 1/2 weeks, and priced at approximately $7000, including land.",152087975,Historical Newspapers,," Copyright The Washington Post Company Jul 21, 1949"," 213572412 , 1933322 , 48614", front_page," Jul 21, 1949",, English, English,," Washington, D.C.","Jul 21, 1949",The Washington Post (1923-1954),1949,http://search.proquest.com/docview/152087975?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Woods+Expedites+Own+Project+By+Showing+%247000+Bungalow%3A+Woods+Pushes+Own+Project&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1949-07-21&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
HOUSE OF YEARS' HAS NEW TENANTS,"The mythical family that has been occupying Sloane's ""House of Years"" for some seasons past has now terminated its lease and is about to be replaced by another, judging by the redecorating which has been going on there for the last six weeks. The house will be reopened to the public on Monday.",105946152,Historical Newspapers," By MARY ROCHE
By MARY ROCHE"," Copyright New York Times Company Sep 9, 1949"," 84219752-1 , 1488855 , 43896", article," Sep 9, 1949",0362-4331, English, English,," New York, N.Y.","Sep 9, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105946152?accountid=14496, 30,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=HOUSE+OF+YEARS%27+HAS+NEW+TENANTS%3A+DECORATION+CHANGES+INDICATE+SLOANE%27S+INCOMING+%27FAMILY%27+HAS+NO+SON%2C+2+DAUGHTERS&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-09-09&amp;volume=&amp;issue=&amp;spage=30&amp;au=By+MARY+ROCHE&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
JUDGE SPOILS COURT RECORD OF FLAT OWNER,"Altho his attorney pleaded that a fine would spoil his client's record, Municipal Judge Emmett Morrissey still assessed $25 and $10 costs against Isom Smith last week in Building and Housing court on charges of converting a four story building at 3249 Wabash av.",177875768,Historical Newspapers," Priddy, Gladys
Gladys
Gladys Priddy
Priddy
GLADYS PRIDDY"," Copyright Tribune Publishing Company Oct 16, 1949"," 494459552 , 6136072 , 53854", article," Oct 16, 1949",, English, English, s1," Chicago, Ill.","Oct 16, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177875768?accountid=14496, S1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=JUDGE+SPOILS+COURT+RECORD+OF+FLAT+OWNER%3A+%2425+FINE+IS+ASSESSED+AGAINST+LANDLORD&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-10-16&amp;volume=&amp;issue=&amp;spage=S1&amp;au=Priddy%2C+Gladys&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
A Turkey In Every Oven,TODAY'S column attempts a reconciliation between the turkey and the small household. The big bird is hardly interesting to the two or three-person family except when it's part and parcel of a holiday -- Thanksgiving and Christmas.,105921042,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Oct 23, 1949"," 84281639 , 1489002 , 43896", article," Oct 23, 1949",0362-4331, English, English,," New York, N.Y.","Oct 23, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105921042?accountid=14496, SM42,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=A+Turkey+In+Every+Oven&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-10-23&amp;volume=&amp;issue=&amp;spage=SM42&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
FIFTY GIRLS STUDY HOME DECORATION,"With T-square and triangle, fifty girls at the Brooklyn High School for Homemaking are learning to plot out intricate plans for furniture arrangements.",105859376,Historical Newspapers,," Copyright New York Times Company Nov 26, 1949"," 96479752-1 , 1551199 , 43896", article," Nov 26, 1949",0362-4331, English, English,," New York, N.Y.","Nov 26, 1949",New York Times (1923-Current file),1949,http://search.proquest.com/docview/105859376?accountid=14496, 12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=FIFTY+GIRLS+STUDY+HOME+DECORATION%3A+AT+HIGH+SCHOOL+IN+BROOKLYN+THEY+USE+TOOLS+OF+TRADE+IN+LEARNING+ITS+EVERY+ASPECT&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1949-11-26&amp;volume=&amp;issue=&amp;spage=12&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Policeman Falls on Wine Bottle; Bleeds to Death,,177869881,Historical Newspapers,," Copyright Tribune Publishing Company Dec 5, 1949"," 494723652 , 6136572 , 53854", article," Dec 5, 1949",, English, English, b3," Chicago, Ill.","Dec 5, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177869881?accountid=14496, B3,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Policeman+Falls+on+Wine+Bottle%3B+Bleeds+to+Death&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-12-05&amp;volume=&amp;issue=&amp;spage=B3&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Kitchen Comes Into Its Own With Novel Uses by Starlets,Sakes alive! The kitchen--usually regarded as the most unglamorous room in the house-is coming into its own.,166020512,Historical Newspapers," Reba
Reba
Reba
REBA , Churchill, Bonnie
Bonnie
Bonnie Churchill
Churchill
BONNIE CHURCHILL"," Copyright Times Mirror Company Jan 19, 1950"," 423205751 , 5776232 , 53850", article," Jan 19, 1950",0458-3035, English, English, B1," Los Angeles, Calif.","Jan 19, 1950",Los Angeles Times (1923-Current File),1950,http://search.proquest.com/docview/166020512?accountid=14496, B1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=Kitchen+Comes+Into+Its+Own+With+Novel+Uses+by+Starlets&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1950-01-19&amp;volume=&amp;issue=&amp;spage=B1&amp;au=Reba%3BChurchill%2C+Bonnie&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
Tucson Offers Housing at Medium Cost,"Around 1856 Raphael Pumpelly came to Tucson and records in his ""Reminiscences"" that the journey by stage coach from Jefferson City, Mo., took him 12 days and 12 nights; that he fell on the floor of the first room he entered; slept 12 hours without...",177863496,Historical Newspapers," Page, Eleanor
Eleanor
Eleanor Page
Page
Eleanor Page"," Copyright Tribune Publishing Company Feb 19, 1950"," 490847482 , 6131122 , 53854", article," Feb 19, 1950",, English, English, e2," Chicago, Ill.","Feb 19, 1950",Chicago Daily Tribune (1923-1963),1950,http://search.proquest.com/docview/177863496?accountid=14496, E2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Tucson+Offers+Housing+at+Medium+Cost&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1950-02-19&amp;volume=&amp;issue=&amp;spage=E2&amp;au=Page%2C+Eleanor&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
HOME BUILDERS EMPHASIZE THE NEW AND NOVEL,Never before at a home show has such an array of residential conveniences and luxuries been presented as during the week at the annual exposition of the National Association of Home Builders.,177745829,Historical Newspapers," Chase, Al
Al
Al Chase
Chase
AL CHASE"," Copyright Tribune Publishing Company Feb 26, 1950"," 490882822 , 6131192 , 53854", article," Feb 26, 1950",, English, English,," Chicago, Ill.","Feb 26, 1950",Chicago Daily Tribune (1923-1963),1950,http://search.proquest.com/docview/177745829?accountid=14496, S_AD,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=HOME+BUILDERS+EMPHASIZE+THE+NEW+AND+NOVEL%3A+INGENIOUS+EQUIPMENT+PUT+ON+DISPLAY&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1950-02-26&amp;volume=&amp;issue=&amp;spage=S_AD&amp;au=Chase%2C+Al&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Hot Breads Bring Family Running to Dinner Table,"""HOMEMADE miracles of bread,"" a poet has called them.",152215927,Historical Newspapers," By Lucia Brown
By Lucia Brown"," Copyright The Washington Post Company Apr 14, 1950"," 225604502 , 1977862 , 48614", article," Apr 14, 1950",, English, English, C1," Washington, D.C.","Apr 14, 1950",The Washington Post (1923-1954),1950,http://search.proquest.com/docview/152215927?accountid=14496, C1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Hot+Breads+Bring+Family+Running+to+Dinner+Table&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1950-04-14&amp;volume=&amp;issue=&amp;spage=C1&amp;au=By+Lucia+Brown&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Tourists Stop--and Stay--at Arizona Motel,"The motor court was born in the west, and apparently it's done its growing up in Phoenix, for the U. S. highways leading to and thru the city are bordered with most of Phoenix's 300 motels. Many of these offer every modern hotel...",177876620,Historical Newspapers,," Copyright Tribune Publishing Company Apr 30, 1950"," 491251482 , 6131822 , 53854", article," Apr 30, 1950",, English, English, g7," Chicago, Ill.","Apr 30, 1950",Chicago Daily Tribune (1923-1963),1950,http://search.proquest.com/docview/177876620?accountid=14496, G7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Tourists+Stop--and+Stay--at+Arizona+Motel&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1950-04-30&amp;volume=&amp;issue=&amp;spage=G7&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"Boy, 11, Is Hero As 8 Die In Chicago Tenement Fire","William Hopkins, 11-year-old eighth grade student, sounded the alarm that saved at least a dozen persons early Saturday morning as flames engulfed a Chicago tenement at 124 E. 31 st st., and claimed eight lives.",492744424,Historical Newspapers," Barnett, Albert G
Albert
Albert G Barnett
Barnett
G
ALBERT G BARNETT"," Copyright Real Times, Inc. Dec 16, 1950"," 742584572 , 7293182 , 68419", front_page," Dec 16, 1950",, English, English, 1," Chicago, Ill.","Dec 16, 1950",The Chicago Defender (National edition) (1921-1967),1950,http://search.proquest.com/docview/492744424?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Boy%2C+11%2C+Is+Hero+As+8+Die+In+Chicago+Tenement+Fire%3A+Boy%2C+11%2C+Hero+As+8+Die+In+Slum+Fire+EIGHT+PERISH+IN+TENEMENT+FIRE&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1950-12-16&amp;volume=&amp;issue=&amp;spage=1&amp;au=Barnett%2C+Albert+G&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Starts New Apartment on S. Michigan,,178046349,Historical Newspapers,," Copyright Tribune Publishing Company Jan 13, 1951"," 503259502 , 6153672 , 53854", article," Jan 13, 1951",, English, English, b5," Chicago, Ill.","Jan 13, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178046349?accountid=14496, B5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Starts+New+Apartment+on+S.+Michigan&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-01-13&amp;volume=&amp;issue=&amp;spage=B5&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"Rural Construction in Orange County Tops $1,630,000",,166226442,Historical Newspapers," a Times Correspondent
a Times Correspondent"," Copyright Times Mirror Company Sep 23, 1951"," 425258911 , 5783762 , 53850", article," Sep 23, 1951",0458-3035, English, English, E8," Los Angeles, Calif.","Sep 23, 1951",Los Angeles Times (1923-Current File),1951,http://search.proquest.com/docview/166226442?accountid=14496, E8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=Rural+Construction+in+Orange+County+Tops+%241%2C630%2C000&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1951-09-23&amp;volume=&amp;issue=&amp;spage=E8&amp;au=a+Times+Correspondent&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
COLLECTOR'S HOME REAL IVORY TOWER,"A geisha who is sleeping in the waters of the Atlantic was headed for an apartment in Queens. The ivory figurine, mellow and lustrous with its eighty or ninety years, was one of thirty sculptures the Flying Enterprise was bringing from London for Dr. Samuel A. Schneidman, a Bellaire veterinarian who describes himself as ""beauty hungry.""",112345902,Historical Newspapers," By LAURIE JOHNSTON
By LAURIE JOHNSTON"," Copyright New York Times Company Jan 13, 1952"," 93342607-1 , 1537567 , 43896", article," Jan 13, 1952",0362-4331, English, English,," New York, N.Y.","Jan 13, 1952",New York Times (1923-Current file),1952,http://search.proquest.com/docview/112345902?accountid=14496, 63,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=COLLECTOR%27S+HOME+REAL+IVORY+TOWER%3A+QUEENS+VETERINARIAN+HAD+BEEN+WAITING+FOR+30+PIECES+LOST+WITH+FLYING+ENTERPRISE&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1952-01-13&amp;volume=&amp;issue=&amp;spage=63&amp;au=By+LAURIE+JOHNSTON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
BILLS TO PROTEGT TENANTS WIN AID OF WELFARE BODY,,112271035,Historical Newspapers,," Copyright New York Times Company Mar 2, 1952"," 93350965-1 , 1537609 , 43896", real_estate_transaction," Mar 2, 1952",0362-4331, English, English,," New York, N.Y.","Mar 2, 1952",New York Times (1923-Current file),1952,http://search.proquest.com/docview/112271035?accountid=14496, R1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=BILLS+TO+PROTEGT+TENANTS+WIN+AID+OF+WELFARE+BODY%3A+COMMUNITY+SERVICE+COMMITTEE+APPROVES+FIRE-SAFETY+PLAN+NOW+BEFORE+GOVERNOR+OTHER+RULINGS+CLARIFIED+PENDING+MEASURE+WOULD+FORCE+LANDLORDS+TO+ELIMINATE+DEFECTIVE+EQUIPMENT+BILLS+TO+PROTECT+TENANTS+WILL+AID&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=R1&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
'Efficiency' Apartment Is Just That,"Furnishing a small ""efficiency"" apartment, a type in which Chicago abounds, is a challenge for it is difficult to keep from overcrowding it. Good planning is allimportant so that storage and seating needs can be met with furniture that takes a minimum...",178192841,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Mar 2, 1952"," 499455262 , 6146642 , 53854", article," Mar 2, 1952",, English, English, nw_a1," Chicago, Ill.","Mar 2, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178192841?accountid=14496, NW_A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%27Efficiency%27+Apartment+Is+Just+That%3A+LIMITED+SPACE+MIRRORS+SKILL+OF+OCCUPANTS+Southwest+Inspires+Its+Decoration&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=NW_A1&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
'Efficiency' Apartment Is Just That,"Furnishing a small ""efficiency"" apartment, a type in which Chicago abounds, is a challenge for it is difficult to keep from overcrowding it. Good planning is allimportant so that storage and seating needs can be met with furniture that takes a minimum...",178194422,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Mar 2, 1952"," 499456312 , 6146642 , 53854", article," Mar 2, 1952",, English, English, sw_a1," Chicago, Ill.","Mar 2, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178194422?accountid=14496, SW_A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%27Efficiency%27+Apartment+Is+Just+That%3A+LIMITED+SPACE+MIRRORS+SKILL+OF+OCCUPANTS+Southwest+Inspires+Its+Decoration&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=SW_A1&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
'Efficiency' Apartment Is Just That,"Furnishing a small ""efficiency"" apartment, a type in which Chicago abounds, is a challenge for it is difficult to keep from overcrowding it. Good planning is allimportant so that storage and seating needs can be met with furniture that takes a minimum...",178239287,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Mar 2, 1952"," 499453242 , 6146642 , 53854", article," Mar 2, 1952",, English, English, s_a1," Chicago, Ill.","Mar 2, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178239287?accountid=14496, S_A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%27Efficiency%27+Apartment+Is+Just+That%3A+LIMITED+SPACE+MIRRORS+SKILL+OF+OCCUPANTS+Southwest+Inspires+Its+Decoration&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=S_A1&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
'Efficiency' Apartment Is Just That,"Furnishing a small ""efficiency"" apartment, a type in which Chicago abounds, is a challenge for it is difficult to keep from overcrowding it. Good planning is allimportant so that storage and seating needs can be met with furniture that takes a minimum...",178240366,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Mar 2, 1952"," 499454242 , 6146642 , 53854", article," Mar 2, 1952",, English, English, w_a1," Chicago, Ill.","Mar 2, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178240366?accountid=14496, W_A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%27Efficiency%27+Apartment+Is+Just+That%3A+LIMITED+SPACE+MIRRORS+SKILL+OF+OCCUPANTS+Southwest+Inspires+Its+Decoration&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=W_A1&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
'Efficiency' Apartment Is Just That,"Furnishing a small ""efficiency"" apartment, a type in which Chicago abounds, is a challenge for it is difficult to keep from overcrowding it. Good planning is allimportant so that storage and seating needs can be met with furniture that takes a minimum...",178282889,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Mar 2, 1952"," 499452312 , 6146642 , 53854", article," Mar 2, 1952",, English, English, n_a1," Chicago, Ill.","Mar 2, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178282889?accountid=14496, N_A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=%27Efficiency%27+Apartment+Is+Just+That%3A+LIMITED+SPACE+MIRRORS+SKILL+OF+OCCUPANTS+Southwest+Inspires+Its+Decoration&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-03-02&amp;volume=&amp;issue=&amp;spage=N_A1&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
